2.368300e+06 9.828700e+05 -1.232500e+06 0.000000e+00 0.000000e+00 0.000000e+00 2.758900e+24 1.464200e+04 1.375300e+13
-5.150400e+05 -1.619800e+06 -2.281400e+06 0.000000e+00 0.000000e+00 0.000000e+00 2.758900e+24 1.464200e+04 1.375300e+13
-2.368300e+06 -9.828700e+05 1.232500e+06 0.000000e+00 0.000000e+00 0.000000e+00 2.758900e+24 1.464200e+04 1.375300e+13
-6.033900e+06 1.907600e+06 4.741000e+06 0.000000e+00 0.000000e+00 0.000000e+00 2.966100e+24 1.345900e+04 1.222300e+13
-6.938400e+06 -1.390100e+06 3.528500e+06 0.000000e+00 0.000000e+00 0.000000e+00 2.966100e+24 1.345900e+04 1.222300e+13
-7.544200e+06 2.364300e+06 -1.412500e+05 0.000000e+00 0.000000e+00 0.000000e+00 2.966100e+24 1.345900e+04 1.222300e+13
-4.075700e+06 6.677700e+06 1.149400e+06 0.000000e+00 0.000000e+00 0.000000e+00 2.966100e+24 1.345900e+04 1.222300e+13
1.618400e+04 5.875600e+06 5.291600e+06 0.000000e+00 0.000000e+00 0.000000e+00 2.966100e+24 1.345900e+04 1.222300e+13
1.377800e+06 5.875900e+05 7.764100e+06 0.000000e+00 0.000000e+00 0.000000e+00 2.966100e+24 1.345900e+04 1.222300e+13
-5.483600e+05 -4.941100e+06 6.148900e+06 0.000000e+00 0.000000e+00 0.000000e+00 2.966100e+24 1.345900e+04 1.222300e+13
-3.839000e+06 -6.786500e+06 1.315200e+06 0.000000e+00 0.000000e+00 0.000000e+00 2.966100e+24 1.345900e+04 1.222300e+13
-5.800500e+06 -3.847100e+06 -3.752100e+06 0.000000e+00 0.000000e+00 0.000000e+00 2.966100e+24 1.345900e+04 1.222300e+13
-4.734400e+06 1.823400e+06 -6.065100e+06 0.000000e+00 0.000000e+00 0.000000e+00 2.966100e+24 1.345900e+04 1.222300e+13
-8.955800e+05 6.480500e+06 -4.441400e+06 0.000000e+00 0.000000e+00 0.000000e+00 2.966100e+24 1.345900e+04 1.222300e+13
